Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Highly Rated,Critically Rated
Royaloak Incorporation,Furniture & Furnishing ,Bangalore,48.0,18,601,3.7,,"Job Security, Promotions / Appraisal, Company Culture"
Finastra,Software Product ,Bangalore,14.0,18,601,3.7,"Work Life Balance, Company Culture","Promotions / Appraisal, Work Satisfaction, Job Security"
Cyfuture,IT Services & Consulting ,Noida,38.0,25,600,3.0,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
BT E Serv,BPO ,Kolkata,7.0,--,599,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Ugam Solution,IT Services & Consulting ,Mumbai,15.0,6,599,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Mavenir Systems,IT Services & Consulting ,Bangalore,20.0,11,598,3.3,,"Promotions / Appraisal, Job Security, Company Culture"
Hamilton Housewares,Consumer Electronics & Appliances ,Mumbai,54.0,10,598,3.8,Work Life Balance,Promotions / Appraisal
Sanghi Industries,Building Material ,Ahmedabad,32.0,--,598,4.0,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Sudarshan Chemical Industries,Chemicals ,Roha,27.0,--,598,3.9,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Fiem Industries,Auto Components ,Hosur,29.0,--,598,3.6,Salary & Benefits,"Job Security, Company Culture, Work Life Balance"
Sigma Engineered Solutions,Industrial Machinery ,Pune,14.0,--,598,3.9,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal
Vedanta Limited,Metals & Mining ,Lanjigarh,53.0,--,597,3.8,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance"
Vedanta Limited,Metals & Mining ,Lanjigarh,53.0,--,597,3.8,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Life Balance"
Serum Institute of India,Biotechnology ,Pune,27.0,1,595,4.2,"Job Security, Salary & Benefits, Work Life Balance",Promotions / Appraisal
Aster Dm Healthcare,Healthcare ,Bangalore,41.0,81,596,3.6,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Grab A Grub Services,Logistics ,Mumbai,114.0,--,595,3.9,Work Life Balance,"Promotions / Appraisal, Job Security"
Renovision Automation Services,IT Services & Consulting ,New Delhi,71.0,51,594,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Wissen Technology,IT Services & Consulting ,Bangalore,10.0,93,595,3.7,,Promotions / Appraisal
Jubilant Agri and Consumer Products,Chemicals ,Gurgaon,114.0,--,590,4.0,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal
BMC Software,Software Product ,Pune,11.0,84,593,4.0,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
Bridge & Roof Co,Engineering & Construction ,Kolkata,65.0,--,594,3.5,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Medcode,IT Services & Consulting ,Hyderabad,11.0,11,593,4.0,"Skill Development / Learning, Company Culture, Work Satisfaction",
InsuranceDekho,Internet ,Gurgaon,81.0,26,593,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Finolex Industries,Building Material ,Pune,73.0,1,592,3.6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Kirloskar Ferrous Industries,Iron & Steel ,Koppal,23.0,2,591,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
Cashify,Internet ,Gurgaon,58.0,5,591,3.8,Work Life Balance,"Job Security, Promotions / Appraisal"
Schwing Stetter,Industrial Machinery ,Chennai,45.0,115,590,3.9,Job Security,Promotions / Appraisal
AVTEC,Auto Components ,Hosur,27.0,8,591,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Matrimonialsindia,Internet ,New Delhi,,5,591,4.9,"Company Culture, Work Life Balance, Work Satisfaction",
Maxicus,BPO ,Vadodara,16.0,8,589,4.0,"Company Culture, Work Life Balance, Job Security",
Sapiens,Software Product ,Bangalore,9.0,--,588,3.1,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
CSG International,IT Services & Consulting ,Bangalore,14.0,--,588,3.5,,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Bharat Biotech International,Biotechnology ,Hyderabad,31.0,5,588,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Blackberrys,Fashion & Textile ,Gurgaon,93.0,10,588,3.7,,"Job Security, Promotions / Appraisal"
Medley Pharmaceuticals,Pharma ,Mumbai,77.0,19,588,3.9,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Vedang Cellular Services,Telecom ,Mumbai,69.0,--,587,3.8,Salary & Benefits,"Job Security, Promotions / Appraisal"
VDA Infosolutions,IT Services & Consulting ,Pune,35.0,3,586,3.8,Job Security,Promotions / Appraisal
Jayaswal Neco Industries,Iron & Steel ,Raipur,30.0,1,586,4.0,"Job Security, Work Life Balance, Company Culture",
Kellogg,FMCG ,Mumbai,86.0,--,586,4.2,"Company Culture, Work Life Balance, Job Security",
Saudi Aramco,Oil & Gas ,Mumbai,38.0,--,585,4.5,"Work Life Balance, Salary & Benefits, Company Culture",
Action Tesa,Building Material ,Sitarganj,61.0,3,585,3.8,,"Promotions / Appraisal, Salary & Benefits"
Toyoda Gosei Minda,Auto Components ,Neemrana,26.0,--,585,4.2,"Job Security, Company Culture, Work Life Balance",
Excitel Broadband,Telecom ,New Delhi,44.0,--,584,3.6,,"Promotions / Appraisal, Job Security, Company Culture"
Hpl Electric & Power,Electrical Equipment ,Gurgaon,69.0,9,583,3.6,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Blackrock,Financial Services ,Gurgaon,19.0,--,581,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
DHL Global Forwarding,Logistics ,Chennai,22.0,5,584,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Nspira Management Services,BPO ,Hyderabad,59.0,10,585,3.7,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
IDP Education Limited,Education & Training ,Chennai,50.0,19,581,3.6,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Vadilal Industries,FMCG ,Ahmedabad,86.0,7,582,4.1,"Work Life Balance, Job Security, Company Culture",
Efs Facilities Services,Facility Management Services ,New Delhi,60.0,26,582,3.7,,"Promotions / Appraisal, Salary & Benefits"
Inspira Enterprise India Limited,IT Services & Consulting ,Mumbai,36.0,8,582,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
United Colors of Benetton,Fashion & Textile ,Gurgaon,74.0,1,582,4.4,"Company Culture, Work Life Balance, Skill Development / Learning",
Vadilal Industries,FMCG ,Ahmedabad,86.0,7,582,4.1,"Work Life Balance, Job Security, Company Culture",
Mrs Bector's Food Specialities,Food Processing ,Greater Noida,85.0,10,582,3.9,,Promotions / Appraisal
Heidelberg Cement,Building Material ,Damoh,79.0,1,582,4.1,"Work Life Balance, Job Security, Company Culture",
DealShare,Internet ,Bangalore,45.0,--,582,3.5,,"Job Security, Promotions / Appraisal, Company Culture"
Micromax Informatics,Consumer Electronics & Appliances ,New Delhi,120.0,--,579,3.8,Work Life Balance,"Promotions / Appraisal, Job Security"
HLL Lifecare,Healthcare ,Thiruvananthapuram,116.0,9,581,3.7,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Quest Retail Private Limited,Retail ,Gurgaon,65.0,1,576,4.1,"Skill Development / Learning, Company Culture, Work Life Balance",
EaseMyTrip.com,Internet ,New Delhi,9.0,63,581,4.0,"Work Life Balance, Work Satisfaction, Job Security",
Belstar Microfinance,NBFC ,Chennai,213.0,--,581,3.9,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Coal India,Metals & Mining ,Kolkata,63.0,--,579,4.0,"Job Security, Salary & Benefits, Work Life Balance",
IKEA,Retail ,Bangalore,24.0,--,579,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Pathkind Diagnostics Private Limited,Healthcare ,New Delhi,98.0,3,579,4.0,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
Pamac Finserve,BPO ,Mumbai,60.0,1,579,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
EdgeVerve Systems,Software Product ,Bangalore,15.0,68,578,3.3,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Jubilant Generics,Pharma ,Roorkee,26.0,--,578,3.9,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security"
Anmol Industries,FMCG ,Kolkata,88.0,--,577,3.9,Work Life Balance,Promotions / Appraisal
PTC,Software Product ,Pune,42.0,119,576,4.2,"Work Life Balance, Company Culture, Job Security",
Consulting Engineers Group,Engineering & Construction ,Jaipur,71.0,1,577,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Wood Group,Engineering & Construction ,Chennai,30.0,37,578,3.8,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
BEML,Industrial Machinery ,Bangalore,37.0,--,576,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
BEML,Industrial Machinery ,Bangalore,37.0,--,576,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Ofbusiness,Internet ,Gurgaon,42.0,71,576,3.0,,"Job Security, Work Life Balance, Company Culture"
Myk Laticrete,Building Material ,Hyderabad,86.0,18,577,3.9,"Salary & Benefits, Work Life Balance, Job Security",
GAMMON INDIA,Engineering & Construction ,Mumbai,71.0,--,575,3.7,,Promotions / Appraisal
APL Apollo Tubes,Iron & Steel ,Raipur,48.0,9,574,4.0,"Salary & Benefits, Work Life Balance, Work Satisfaction",
AVEVA,Software Product ,Hyderabad,15.0,31,574,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Gandhi Automations,Industrial Machinery ,Mumbai,25.0,16,573,4.0,"Salary & Benefits, Job Security, Promotions / Appraisal",
Jindal Poly Films,Packaging ,Nashik,20.0,1,573,3.6,,"Promotions / Appraisal, Job Security, Company Culture"
Eli Lilly and Company,Pharma ,Bangalore,19.0,97,572,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
SoftAge Information Technology,IT Services & Consulting ,Gurgaon,128.0,7,572,3.6,,"Promotions / Appraisal, Job Security"
Sterling Oil Exploration & Energy Production,Oil & Gas ,Lagos,23.0,3,572,3.6,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Army Public School,Education & Training ,New Delhi,96.0,--,568,4.0,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal"
TSYS|Total System Services,FinTech ,Pune,11.0,--,564,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Amway India Enterprises,Fitness & Wellness ,Gurgaon,81.0,5,571,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
HBL Power Systems,Electrical Equipment ,Hyderabad,50.0,7,570,4.0,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
SIS Prosegur Holdings,Law Enforcement & Security ,New Delhi,92.0,7,570,3.4,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Cvent,Software Product ,Gurgaon,10.0,154,570,3.2,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
NLC India Limited,Metals & Mining ,Neyveli,27.0,--,569,4.4,"Work Life Balance, Job Security, Company Culture",
Colt Technology Services,Hardware & Networking ,Gurgaon,14.0,3,569,4.2,"Work Life Balance, Company Culture, Work Satisfaction",
AVIOM,NBFC ,New Delhi,190.0,1,569,4.0,"Work Life Balance, Salary & Benefits, Work Satisfaction",
Crystal Crop Protection,Agro Chemicals ,New Delhi,90.0,--,567,3.8,,Promotions / Appraisal
Dr. Reddy's Foundation,Non-Profit ,Hyderabad,89.0,23,568,3.7,,Promotions / Appraisal
Maharashtra State Electricity Distribution Company,Power ,Pune,91.0,--,568,4.2,"Skill Development / Learning, Company Culture, Work Satisfaction",Promotions / Appraisal
Hettich,Furniture & Furnishing ,Mumbai,46.0,1,570,3.7,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Axiscades,IT Services & Consulting ,Bangalore,13.0,2,567,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Perficient,IT Services & Consulting ,Chennai,12.0,8,566,3.7,Work Life Balance,"Promotions / Appraisal, Job Security"
WayCool Foods and Products,FMCG ,Chennai,42.0,--,566,3.4,,"Job Security, Promotions / Appraisal, Company Culture"
PayU Payments,FinTech ,Gurgaon,23.0,118,565,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Dishman Carbogen Amcis,,Ahmedabad,15.0,38,565,3.5,,"Promotions / Appraisal, Job Security, Company Culture"
Fenesta Building Systems,Building Material ,Gurgaon,74.0,19,565,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
Pinnacle Infotech,IT Services & Consulting ,Durgapur,20.0,17,564,3.4,Job Security,"Company Culture, Work Life Balance, Work Satisfaction"
Apitoria Pharma,Pharma ,Hyderabad,13.0,7,563,4.2,"Job Security, Work Life Balance, Company Culture",
Accion Labs,IT Services & Consulting ,Bangalore,14.0,57,563,3.5,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Aurionpro Solutions,Software Product ,Mumbai,49.0,12,563,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
The Saraswat Co-operative Bank,Banking ,Mumbai,35.0,3,563,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Varindera Constructions,Engineering & Construction ,New Delhi,26.0,3,566,4.4,"Salary & Benefits, Company Culture, Work Satisfaction",
Lulu International Shopping Mall,Retail ,Lucknow,42.0,--,562,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits"
PureSoftware,Software Product ,Noida,12.0,64,562,2.9,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Orra Fine Jewellery,Jewellery ,Mumbai,51.0,40,563,3.5,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
J K Fenner,Engineering & Construction ,Chennai,57.0,6,561,3.9,,Promotions / Appraisal
Ascent HR Technologies Private Limited,Software Product ,Bangalore,16.0,9,561,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
J K Fenner,Engineering & Construction ,Chennai,57.0,6,561,3.9,,Promotions / Appraisal
Capital Numbers Infotech,IT Services & Consulting ,Kolkata,10.0,23,561,4.2,"Work Life Balance, Company Culture, Work Satisfaction",
Courtyard by Marriott,Hospitality ,Mumbai,42.0,--,559,4.2,"Job Security, Company Culture, Skill Development / Learning",
Baker Hughes,Oil & Gas ,Bangalore,39.0,33,560,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Applied Materials,Semiconductors ,Bangalore,12.0,133,559,3.7,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Levi Strauss & Co.,Fashion & Textile ,Bangalore,81.0,20,560,4.2,"Company Culture, Work Life Balance, Work Satisfaction",
HashedIn by Deloitte,IT Services & Consulting ,Bangalore,17.0,3,559,4.0,"Job Security, Company Culture, Skill Development / Learning",
Lear Corporation,Auto Components ,Pune,20.0,8,558,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal
Motilal Oswal Wealth Management,Financial Services ,Mumbai,26.0,20,558,4.4,"Skill Development / Learning, Company Culture, Work Satisfaction",
Damco Solutions,IT Services & Consulting ,Noida,23.0,15,556,3.6,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Kaar Tech,IT Services & Consulting ,Chennai,12.0,1,558,4.2,"Job Security, Skill Development / Learning, Company Culture",
Transport Corporation Of India,Logistics ,Gurgaon,83.0,--,557,3.8,"Job Security, Skill Development / Learning",
Toyota Industries Engine India,Auto Components ,Bangalore,16.0,--,557,4.4,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
McCain Foods,FMCG ,Mehsana,73.0,1,557,4.1,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal
Kiya.ai,IT Services & Consulting ,Mumbai,19.0,163,557,3.7,,Promotions / Appraisal
BAXY,Auto Components ,Bhiwadi,39.0,--,570,4.1,"Work Life Balance, Salary & Benefits, Work Satisfaction",
Expleo Group,IT Services & Consulting ,Pune,10.0,26,557,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Herbalife International,Healthcare ,Bangalore,86.0,11,557,4.0,"Work Life Balance, Company Culture, Salary & Benefits",
Country Delight,Food Processing ,Gurgaon,36.0,3,557,3.8,Salary & Benefits,Promotions / Appraisal
Prochant,Analytics & KPO ,Chennai,10.0,31,556,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",
Alcon,Medical Equipment ,Bangalore,39.0,52,556,3.8,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
Avaada Group,Power ,Noida,67.0,1,557,4.2,"Job Security, Company Culture, Work Life Balance",
Allianz Services,Insurance ,Thiruvananthapuram,14.0,9,555,4.2,"Job Security, Company Culture, Work Life Balance","Salary & Benefits, Promotions / Appraisal"
Toothsi,Internet ,Mumbai,20.0,--,555,2.7,,"Job Security, Promotions / Appraisal, Company Culture"
Mr Cooper,Financial Services ,Chennai,12.0,36,555,4.0,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Voyants Solutions,Engineering & Construction ,Gurgaon,93.0,110,554,3.7,,"Promotions / Appraisal, Job Security"
Paras Dairy,Food Processing ,New Delhi,60.0,3,554,3.5,,"Promotions / Appraisal, Job Security, Company Culture"
DB Schenker,Logistics ,Gurgaon,41.0,--,554,4.3,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Maxop Engineering Co.,Auto Components ,Gurgaon,16.0,6,553,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
Genesys International Corporation,IT Services & Consulting ,Mumbai,16.0,4,553,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
